Not-organelle-targeted	Organelle-targeted	Organelle-targeted_Interacting	Organelle-targeted_Non-interacting	Enzyme_Complexes	Mitochondria-targeted	Plastid-targeted	Mitochondria-targeted_Interacting	Mitochondria-targeted_Non-interacting	Mitochondria_Enzyme_Complexes	Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	Plastid_Enzyme_Complexes	mt-DNA_RRR	mt-Mito_TAT	mt-Mitoribosome	mt-Mitoribosome;Large_Subunit	mt-Mitoribosome;Small_Subunit	mt-OXPHOS	mt-OXPHOS;Complex_I	mt-OXPHOS;Complex_III	mt-OXPHOS;Complex_IV	mt-OXPHOS;Complex_V	mt-PPR	mt-Transcription_and_Transcript_Maturation	mt-Transcription_and_Transcript_Maturation;Intron_Splicing	mt-Transcription_and_Transcript_Maturation;RNA_Polymerase	mt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	mt-Transcription_and_Transcript_Maturation;mTERF	mt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	mt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	mt-tRNA_Aminoacylation	pt-ACCase	pt-CLP	pt-Chlororibosome	pt-Chlororibosome;Large_Subunit	pt-Chlororibosome;Small_Subunit	pt-DNA_RRR	pt-PPR	pt-Photosynthesis	pt-Photosynthesis;ATP_Synthase	pt-Photosynthesis;Cytochrome_b6f	pt-Photosynthesis;NDH	pt-Photosynthesis;PSI	pt-Photosynthesis;PSII	pt-Photosynthesis;Rubisco	pt-Transcription_and_Transcript_Maturation	pt-Transcription_and_Transcript_Maturation;Intron_Splicing	pt-Transcription_and_Transcript_Maturation;RNA_Polymerase	pt-Transcription_and_Transcript_Maturation;Sigma_Factor	pt-Transcription_and_Transcript_Maturation;Transcript_End_Processing	pt-Transcription_and_Transcript_Maturation;mTERF	pt-Transcription_and_Transcript_Maturation;rRNA_Base_Modification	pt-Transcription_and_Transcript_Maturation;tRNA_Base_Modification	pt-tRNA_Aminoacylation
Ghe02G05190	Ghe13G00990																																																						
Ghe02G05200	Ghe13G01100																																																						
Ghe02G05210	Ghe13G01160																																																						
Ghe02G05230	Ghe13G01170																																																						
Ghe02G05240	Ghe13G01180																																																						
Ghe02G05250	Ghe13G01310																																																						
Ghe02G05260	Ghe13G01720																																																						
Ghe02G05270	Ghe13G01730																																																						
Ghe02G05280	Ghe13G01800																																																						
Ghe02G05290	Ghe13G01980																																																						
Ghe02G05300	Ghe13G02540																																																						
Ghe02G05310	Ghe13G02600																																																						
Ghe02G05320	Ghe13G02750																																																						
Ghe02G05330	Ghe13G03030																																																						
Ghe02G05340	Ghe13G03150																																																						
Ghe02G05350	Ghe13G03360																																																						
Ghe02G05360	Ghe13G03380																																																						
Ghe02G05370	Ghe13G03420																																																						
Ghe02G05380	Ghe13G03680																																																						
Ghe02G05390	Ghe13G03840																																																						
Ghe02G05400	Ghe13G03850																																																						
Ghe02G05420	Ghe13G04030																																																						
Ghe02G05440	Ghe13G04250																																																						
Ghe02G05450	Ghe13G04560																																																						
Ghe02G05460	Ghe13G04570																																																						
Ghe02G05470	Ghe13G04580																																																						
Ghe02G05480	Ghe13G04620																																																						
Ghe02G05490	Ghe13G04660																																																						
Ghe02G05500	Ghe13G04760																																																						
Ghe02G05510	Ghe13G04790																																																						
Ghe02G05520	Ghe13G04960																																																						
Ghe02G05530	Ghe13G04990																																																						
Ghe02G05540	Ghe13G05110																																																						
Ghe02G05550	Ghe13G05140																																																						
Ghe02G05560	Ghe13G05560																																																						
Ghe02G05570	Ghe13G05840																																																						
Ghe02G05580	Ghe13G05880																																																						
Ghe02G05590	Ghe13G06060																																																						
Ghe02G05600	Ghe13G06260																																																						
Ghe02G05620	Ghe13G06300																																																						
Ghe02G05630	Ghe13G06340																																																						
Ghe02G05640	Ghe13G06860																																																						
Ghe02G05660	Ghe13G06890																																																						
Ghe02G05670	Ghe13G06900																																																						
Ghe02G05680	Ghe13G07000																																																						
Ghe02G05690	Ghe13G07090																																																						
Ghe02G05710	Ghe13G07250																																																						
Ghe02G05720	Ghe13G07320																																																						
Ghe02G05730	Ghe13G07390																																																						
Ghe02G05740	Ghe13G07430																																																						
Ghe02G05750	Ghe13G07780																																																						
Ghe02G05760	Ghe13G07820																																																						
Ghe02G05770	Ghe13G07880																																																						
Ghe02G05780	Ghe13G08190																																																						
Ghe02G05790	Ghe13G08270																																																						
Ghe02G05800	Ghe13G08320																																																						
Ghe02G05810	Ghe13G08600																																																						
Ghe02G05820	Ghe13G08660																																																						
Ghe02G05830	Ghe13G08700																																																						
Ghe02G05840	Ghe13G08770																																																						
Ghe02G05850	Ghe13G08830																																																						
Ghe02G05860	Ghe13G08950																																																						
Ghe02G05870	Ghe13G09190																																																						
Ghe02G05880	Ghe13G09380																																																						
Ghe02G05890	Ghe13G09460																																																						
Ghe02G05900	Ghe13G09830																																																						
Ghe02G05910	Ghe13G09850																																																						
Ghe02G05920	Ghe13G09890																																																						
Ghe02G05930	Ghe13G10000																																																						
Ghe02G05940	Ghe13G10260																																																						
Ghe02G05950	Ghe13G10390																																																						
Ghe02G05960	Ghe13G10640																																																						
Ghe02G05970	Ghe13G10650																																																						
Ghe02G05980	Ghe13G10680																																																						
Ghe02G05990	Ghe13G10970																																																						
Ghe02G06000	Ghe13G11140																																																						
Ghe02G06010	Ghe13G11380																																																						
Ghe02G06020	Ghe13G11480																																																						
Ghe02G06030	Ghe13G11490																																																						
Ghe02G06040	Ghe13G12690																																																						
Ghe02G06060	Ghe13G12700																																																						
Ghe02G06080	Ghe13G13060																																																						
Ghe02G06090	Ghe13G13130																																																						
Ghe02G06110	Ghe13G13360																																																						
Ghe02G06120	Ghe13G13380																																																						
Ghe02G06140	Ghe13G13570																																																						
Ghe02G06150	Ghe13G13660																																																						
Ghe02G06160	Ghe13G13740																																																						
Ghe02G06170	Ghe13G13930																																																						
Ghe02G06180	Ghe13G13940																																																						
Ghe02G06190	Ghe13G14010																																																						
Ghe02G06200	Ghe13G14330																																																						
Ghe02G06210	Ghe13G14410																																																						
Ghe02G06220	Ghe13G14480																																																						
Ghe02G06230	Ghe13G14490																																																						
Ghe02G06240	Ghe13G14500																																																						
Ghe02G06250	Ghe13G14720																																																						
Ghe02G06260	Ghe13G14960																																																						
Ghe02G06270	Ghe13G15180																																																						
Ghe02G06280	Ghe13G15310																																																						
Ghe02G06290	Ghe13G15530																																																						
Ghe02G06300	Ghe13G15780																																																						
Ghe02G06310	Ghe13G15820																																																						
Ghe02G06320	Ghe13G15830																																																						
Ghe02G06330	Ghe13G15900																																																						
Ghe02G06340	Ghe13G15930																																																						
Ghe02G06350	Ghe13G15970																																																						
Ghe02G06360	Ghe13G16040																																																						
Ghe02G06370	Ghe13G16050																																																						
Ghe02G06380	Ghe13G16060																																																						
Ghe02G06390	Ghe13G16320																																																						
Ghe02G06400	Ghe13G16370																																																						
Ghe02G06410	Ghe13G16480																																																						
Ghe02G06420	Ghe13G16800																																																						
Ghe02G06430	Ghe13G16920																																																						
Ghe02G06440	Ghe13G17060																																																						
Ghe02G06450	Ghe13G17070																																																						
Ghe02G06460	Ghe13G17090																																																						
Ghe02G06470	Ghe13G17300																																																						
Ghe02G06480	Ghe13G17330																																																						
Ghe02G06500	Ghe13G17360																																																						
Ghe02G06510	Ghe13G17370																																																						
Ghe02G06520	Ghe13G17640																																																						
Ghe02G06530	Ghe13G17750																																																						
Ghe02G06540	Ghe13G17770																																																						
Ghe02G06560	Ghe13G17950																																																						
Ghe02G06570	Ghe13G18000																																																						
Ghe02G06580	Ghe13G18110																																																						
Ghe02G06590	Ghe13G18210																																																						
Ghe02G06600	Ghe13G18290																																																						
Ghe02G06620	Ghe13G18340																																																						
Ghe02G06630	Ghe13G18370																																																						
Ghe02G06650	Ghe13G18540																																																						
Ghe02G06660	Ghe13G18590																																																						
Ghe02G06670	Ghe13G18850																																																						
Ghe02G06690	Ghe13G18860																																																						
Ghe02G06700	Ghe13G18970																																																						
Ghe02G06710	Ghe13G18980																																																						
Ghe02G06720	Ghe13G18990																																																						
Ghe02G06730	Ghe13G19280																																																						
Ghe02G06740	Ghe13G19320																																																						
Ghe02G06750	Ghe13G19560																																																						
Ghe02G06760	Ghe13G19710																																																						
Ghe02G06770	Ghe13G19740																																																						
Ghe02G06780	Ghe13G19830																																																						
Ghe02G06790	Ghe13G19840																																																						
Ghe02G06810	Ghe13G19850																																																						
Ghe02G06820	Ghe13G19960																																																						
Ghe02G06830	Ghe13G19970																																																						
Ghe02G06840	Ghe13G20160																																																						
Ghe02G06850	Ghe13G20360																																																						
Ghe02G06860	Ghe13G20540																																																						
Ghe02G06870	Ghe13G20630																																																						
Ghe02G06880	Ghe13G20650																																																						
Ghe02G06890	Ghe13G20770																																																						
Ghe02G06900	Ghe13G20930																																																						
Ghe02G06910	Ghe13G21130																																																						
Ghe02G06920	Ghe13G21330																																																						
Ghe02G06930	Ghe13G21550																																																						
Ghe02G06940	Ghe13G21560																																																						
Ghe02G06950	Ghe13G21580																																																						
Ghe02G06960	Ghe13G21600																																																						
Ghe02G06970	Ghe13G21630																																																						
Ghe02G06980	Ghe13G21690																																																						
Ghe02G06990	Ghe13G21860																																																						
Ghe02G07000	Ghe13G21950																																																						
Ghe02G07020	Ghe13G21960																																																						
Ghe02G07030	Ghe13G22060																																																						
Ghe02G07040	Ghe13G22190																																																						
Ghe02G07050	Ghe13G22480																																																						
Ghe02G07060	Ghe13G22580																																																						
Ghe02G07070	Ghe13G22670																																																						
Ghe02G07080	Ghe13G22690																																																						
Ghe02G07090	Ghe13G23060																																																						
Ghe02G07100	Ghe13G23140																																																						
Ghe02G07110	Ghe13G23580																																																						
Ghe02G07120	Ghe13G23680																																																						
Ghe02G07130	Ghe13G23690																																																						
Ghe02G07140	Ghe13G23710																																																						
Ghe02G07150	Ghe13G23870																																																						
Ghe02G07160	Ghe13G23930																																																						
Ghe02G07170	Ghe13G23980																																																						
Ghe02G07190	Ghe13G24170																																																						
Ghe02G07200	Ghe13G24400																																																						
Ghe02G07210	Ghe13G24420																																																						
Ghe02G07220	Ghe13G24880																																																						
Ghe02G07230	Ghe13G25040																																																						
Ghe02G07250	Ghe13G25270																																																						
Ghe02G07260	Ghe13G25690																																																						
Ghe02G07270	Ghe13G25960																																																						
Ghe02G07280	Ghe13G26090																																																						
Ghe02G07290	Ghe13G26130																																																						
Ghe02G07300	Ghe13G26210																																																						
Ghe02G07310	Ghe13G26220																																																						
Ghe02G07320	Ghe13G26350																																																						
Ghe02G07330	Ghe13G26520																																																						
Ghe02G07340	Ghe13G26680																																																						
Ghe02G07350	Ghe13G26730																																																						
Ghe02G07360	Ghe13G26970																																																						
Ghe02G07370	Ghe13G27010																																																						
Ghe02G07380	Ghe13G27020																																																						
Ghe02G07400	Ghe13G27030																																																						
Ghe02G07410	Ghe13G27240																																																						
Ghe02G07420	Ghe13G27600																																																						
Ghe02G07430	Ghe13G27620																																																						
Ghe02G07440	Ghe13G27690																																																						
Ghe02G07460	Ghe13G27840																																																						
Ghe02G07470	Ghe13G27900																																																						
Ghe02G07480	Ghe13G28080																																																						
Ghe02G07490	Ghe13G28180																																																						
Ghe02G07500	Ghe13G28390																																																						
Ghe02G07510	Ghe13G28450																																																						
Ghe02G07520	Ghe13G28460																																																						
Ghe02G07530	Ghe13G28640																																																						
Ghe02G07550	Ghe13G28760																																																						
Ghe02G07560	Ghe13G28780																																																						
Ghe02G07570	Ghe13G28840																																																						
Ghe02G07580	Ghe13G28880																																																						
Ghe02G07590	Ghe13G28940																																																						
Ghe02G07610	Ghe13G29020																																																						
Ghe02G07620	Ghe13G29040																																																						
Ghe02G07630	Ghe13G29150																																																						
Ghe02G07640	Ghe13G29240																																																						
Ghe02G07650	Ghe13G29320																																																						
Ghe02G07660	Ghe13G29330																																																						
Ghe02G07670	Ghe13G29340																																																						
Ghe02G07680	Ghe13G29420																																																						
Ghe02G07690	Ghe13G29440																																																						
Ghe02G07700	Ghe13G29520																																																						
Ghe02G07710	Ghe13G29600																																																						
Ghe02G07730	Ghe13G29850																																																						
Ghe02G07750	Ghe13G29870																																																						
Ghe02G07760	Ghe13G29880																																																						
Ghe02G07770	Ghe13G30080																																																						
Ghe02G07780	Ghe13G30110																																																						
Ghe02G07790	Ghe13G30330																																																						
Ghe02G07800	Ghe13G30400																																																						
Ghe02G07810	Ghe13G30430																																																						
Ghe02G07820	Ghe13G30440																																																						
Ghe02G07830	Ghe13G30450																																																						
Ghe02G07840	Ghe13G30500																																																						
Ghe02G07850	Ghe13G30510																																																						
Ghe02G07870	Ghe13G30600																																																						
Ghe02G07880	Ghe13G30610																																																						
Ghe02G07890	GheUnG00120																																																						
Ghe02G07900	GheUnG00170																																																						
Ghe02G07910	GheUnG00920																																																						
Ghe02G07920	GheUnG01870																																																						
Ghe02G07930	GheUnG02070																																																						
Ghe02G07940	GheUnG02130																																																						
Ghe02G07950	GheUnG02290																																																						
Ghe02G07960	GheUnG02590																																																						
Ghe02G07970	GheUnG03070																																																						
Ghe02G07980	GheUnG03860																																																						
Ghe02G07990	GheUnG04600																																																						
Ghe02G08000	GheUnG05170																																																						
Ghe02G08010	GheUnG06660																																																						
Ghe02G08020	GheUnG06670																																																						
Ghe02G08030	GheUnG06900																																																						
Ghe02G08040	GheUnG07200																																																						
Ghe02G08050	GheUnG08050																																																						
Ghe02G08060	GheUnG10630																																																						
Ghe02G08070	GheUnG10880																																																						
Ghe02G08080	GheUnG11160																																																						
Ghe02G08090	GheUnG11250																																																						
Ghe02G08100	GheUnG11350																																																						
Ghe02G08110	GheUnG11360																																																						
Ghe02G08120	GheUnG11800																																																						
Ghe02G08130	GheUnG11840																																																						
Ghe02G08140	GheUnG12340																																																						
Ghe02G08150	GheUnG12630																																																						
Ghe02G08160	GheUnG12760																																																						
Ghe02G08170	GheUnG12810																																																						
Ghe02G08180	GheUnG13480																																																						
Ghe02G08190	GheUnG13490																																																						
Ghe02G08200	GheUnG13520																																																						
Ghe02G08210	GheUnG13920																																																						
Ghe02G08220	GheUnG13990																																																						
Ghe02G08240	GheUnG14250																																																						
Ghe02G08250	GheUnG14400																																																						
Ghe02G08260	GheUnG14430																																																						
Ghe02G08270	GheUnG14490																																																						
Ghe02G08290	GheUnG14570																																																						
Ghe02G08300	GheUnG15110																																																						
Ghe02G08310	GheUnG15150																																																						
Ghe02G08320	GheUnG15160																																																						
Ghe02G08330	GheUnG15270																																																						
Ghe02G08340	GheUnG15290																																																						
Ghe02G08350	GheUnG15300																																																						
Ghe02G08360	GheUnG15310																																																						
Ghe02G08370	GheUnG15370																																																						
Ghe02G08380	GheUnG15600																																																						
Ghe02G08390	GheUnG15750																																																						
Ghe02G08400	GheUnG15760																																																						
Ghe02G08410	GheUnG15850																																																						
Ghe02G08420	GheUnG16040																																																						
Ghe02G08430	GheUnG16500																																																						
Ghe02G08440	GheUnG16720																																																						
Ghe02G08450	GheUnG16730																																																						
Ghe02G08460	GheUnG17280																																																						
Ghe02G08470	GheUnG17420																																																						
Ghe02G08480	GheUnG17500																																																						
Ghe02G08490	GheUnG17900																																																						
Ghe02G08500	GheUnG17970																																																						
Ghe02G08510	GheUnG18000																																																						
Ghe02G08520	GheUnG18320																																																						
Ghe02G08530	GheUnG18630																																																						
Ghe02G08540	GheUnG18710																																																						
Ghe02G08550	GheUnG18880																																																						
Ghe02G08560	GheUnG18970																																																						
Ghe02G08570																																																							
Ghe02G08580																																																							
Ghe02G08590																																																							
Ghe02G08600																																																							
Ghe02G08610																																																							
Ghe02G08620																																																							
Ghe02G08630																																																							
Ghe02G08640																																																							
Ghe02G08650																																																							
Ghe02G08660																																																							
Ghe02G08670																																																							
Ghe02G08680																																																							
Ghe02G08690																																																							
Ghe02G08700																																																							
Ghe02G08710																																																							
Ghe02G08720																																																							
Ghe02G08730																																																							
Ghe02G08740																																																							
Ghe02G08750																																																							
Ghe02G08760																																																							
Ghe02G08770																																																							
Ghe02G08780																																																							
Ghe02G08800																																																							
Ghe02G08810																																																							
Ghe02G08820																																																							
Ghe02G08830																																																							
Ghe02G08840																																																							
Ghe02G08860																																																							
Ghe02G08870																																																							
Ghe02G08880																																																							
Ghe02G08890																																																							
Ghe02G08900																																																							
Ghe02G08910																																																							
Ghe02G08920																																																							
Ghe02G08930																																																							
Ghe02G08940																																																							
Ghe02G08950																																																							
Ghe02G08960																																																							
Ghe02G08970																																																							
Ghe02G08980																																																							
Ghe02G08990																																																							
Ghe02G09010																																																							
Ghe02G09020																																																							
Ghe02G09030																																																							
Ghe02G09060																																																							
Ghe02G09070																																																							
Ghe02G09080																																																							
Ghe02G09100																																																							
Ghe02G09110																																																							
Ghe02G09120																																																							
Ghe02G09130																																																							
Ghe02G09140																																																							
Ghe02G09150																																																							
Ghe02G09160																																																							
Ghe02G09170																																																							
Ghe02G09180																																																							
Ghe02G09190																																																							
Ghe02G09200																																																							
Ghe02G09210																																																							
Ghe02G09230																																																							
Ghe02G09240																																																							
Ghe02G09250																																																							
Ghe02G09260																																																							
Ghe02G09270																																																							
Ghe02G09280																																																							
Ghe02G09290																																																							
Ghe02G09300																																																							
Ghe02G09310																																																							
Ghe02G09320																																																							
Ghe02G09330																																																							
Ghe02G09340																																																							
Ghe02G09350																																																							
Ghe02G09360																																																							
Ghe02G09370																																																							
Ghe02G09380																																																							
Ghe02G09390																																																							
Ghe02G09400																																																							
Ghe02G09410																																																							
Ghe02G09420																																																							
Ghe02G09430																																																							
Ghe02G09440																																																							
Ghe02G09450																																																							
Ghe02G09480																																																							
Ghe02G09490																																																							
Ghe02G09500																																																							
Ghe02G09510																																																							
Ghe02G09520																																																							
Ghe02G09530																																																							
Ghe02G09540																																																							
Ghe02G09550																																																							
Ghe02G09560																																																							
Ghe02G09570																																																							
Ghe02G09580																																																							
Ghe02G09590																																																							
Ghe02G09600																																																							
Ghe02G09610																																																							
Ghe02G09620																																																							
Ghe02G09630																																																							
Ghe02G09640																																																							
Ghe02G09650																																																							
Ghe02G09660																																																							
Ghe02G09670																																																							
Ghe02G09680																																																							
Ghe02G09690																																																							
Ghe02G09700																																																							
Ghe02G09710																																																							
Ghe02G09720																																																							
Ghe02G09730																																																							
Ghe02G09740																																																							
Ghe02G09750																																																							
Ghe02G09760																																																							
Ghe02G09770																																																							
Ghe02G09780																																																							
Ghe02G09790																																																							
Ghe02G09800																																																							
Ghe02G09810																																																							
Ghe02G09820																																																							
Ghe02G09830																																																							
Ghe02G09850																																																							
Ghe02G09860																																																							
Ghe02G09870																																																							
Ghe02G09880																																																							
Ghe02G09890																																																							
Ghe02G09900																																																							
Ghe02G09930																																																							
Ghe02G09940																																																							
Ghe02G09950																																																							
Ghe02G09960																																																							
Ghe02G09970																																																							
Ghe02G09980																																																							
Ghe02G09990																																																							
Ghe02G10000																																																							
Ghe02G10010																																																							
Ghe02G10020																																																							
Ghe02G10030																																																							
Ghe02G10050																																																							
Ghe02G10060																																																							
Ghe02G10070																																																							
Ghe02G10080																																																							
Ghe02G10090																																																							
Ghe02G10100																																																							
Ghe02G10110																																																							
Ghe02G10120																																																							
Ghe02G10130																																																							
Ghe02G10140																																																							
Ghe02G10150																																																							
Ghe02G10160																																																							
Ghe02G10170																																																							
Ghe02G10180																																																							
Ghe02G10190																																																							
Ghe02G10200																																																							
Ghe02G10210																																																							
Ghe02G10220																																																							
Ghe02G10230																																																							
Ghe02G10240																																																							
Ghe02G10250																																																							
Ghe02G10260																																																							
Ghe02G10280																																																							
Ghe02G10290																																																							
Ghe02G10300																																																							
Ghe02G10310																																																							
Ghe02G10320																																																							
Ghe02G10330																																																							
Ghe02G10340																																																							
Ghe02G10350																																																							
Ghe02G10360																																																							
Ghe02G10370																																																							
Ghe02G10380																																																							
Ghe02G10390																																																							
Ghe02G10400																																																							
Ghe02G10410																																																							
Ghe02G10420																																																							
Ghe02G10430																																																							
Ghe02G10440																																																							
Ghe02G10450																																																							
Ghe02G10460																																																							
Ghe02G10470																																																							
Ghe02G10480																																																							
Ghe02G10490																																																							
Ghe02G10500																																																							
Ghe02G10510																																																							
Ghe02G10520																																																							
Ghe02G10530																																																							
Ghe02G10540																																																							
Ghe02G10550																																																							
Ghe02G10560																																																							
Ghe02G10570																																																							
Ghe02G10580																																																							
Ghe02G10590																																																							
Ghe02G10600																																																							
Ghe02G10610																																																							
Ghe02G10620																																																							
Ghe02G10630																																																							
Ghe02G10640																																																							
Ghe02G10650																																																							
Ghe02G10660																																																							
Ghe02G10670																																																							
Ghe02G10680																																																							
Ghe02G10690																																																							
Ghe02G10700																																																							
Ghe02G10710																																																							
Ghe02G10720																																																							
Ghe02G10730																																																							
Ghe02G10740																																																							
Ghe02G10750																																																							
Ghe02G10760																																																							
Ghe02G10770																																																							
Ghe02G10780																																																							
Ghe02G10800																																																							
Ghe02G10810																																																							
Ghe02G10820																																																							
Ghe02G10830																																																							
Ghe02G10840																																																							
Ghe02G10860																																																							
Ghe02G10870																																																							
Ghe02G10880																																																							
Ghe02G10890																																																							
Ghe02G10910																																																							
Ghe02G10920																																																							
Ghe02G10930																																																							
Ghe02G10940																																																							
Ghe02G10950																																																							
Ghe02G10960																																																							
Ghe02G10970																																																							
Ghe02G10980																																																							
Ghe02G10990																																																							
Ghe02G11000																																																							
Ghe02G11020																																																							
Ghe02G11030																																																							
Ghe02G11040																																																							
Ghe02G11050																																																							
Ghe02G11060																																																							
Ghe02G11070																																																							
Ghe02G11080																																																							
Ghe02G11090																																																							
Ghe02G11100																																																							
Ghe02G11110																																																							
Ghe02G11120																																																							
Ghe02G11130																																																							
Ghe02G11140																																																							
Ghe02G11150																																																							
Ghe02G11160																																																							
Ghe02G11170																																																							
Ghe02G11180																																																							
Ghe02G11190																																																							
Ghe02G11200																																																							
Ghe02G11210																																																							
Ghe02G11220																																																							
Ghe02G11230																																																							
Ghe02G11240																																																							
Ghe02G11250																																																							
Ghe02G11260																																																							
Ghe02G11270																																																							
Ghe02G11280																																																							
Ghe02G11290																																																							
Ghe02G11300																																																							
Ghe02G11310																																																							
Ghe02G11320																																																							
Ghe02G11340																																																							
Ghe02G11350																																																							
Ghe02G11360																																																							
Ghe02G11370																																																							
Ghe02G11380																																																							
Ghe02G11390																																																							
Ghe02G11400																																																							
Ghe02G11410																																																							
Ghe02G11420																																																							
Ghe02G11430																																																							
Ghe02G11440																																																							
Ghe02G11450																																																							
Ghe02G11460																																																							
Ghe02G11470																																																							
Ghe02G11480																																																							
Ghe02G11490																																																							
Ghe02G11500																																																							
Ghe02G11510																																																							
Ghe02G11520																																																							
Ghe02G11530																																																							
Ghe02G11540																																																							
Ghe02G11550																																																							
Ghe02G11560																																																							
Ghe02G11570																																																							
Ghe02G11580																																																							
Ghe02G11590																																																							
Ghe02G11600																																																							
Ghe02G11610																																																							
Ghe02G11620																																																							
Ghe02G11630																																																							
Ghe02G11640																																																							
Ghe02G11650																																																							
Ghe02G11660																																																							
Ghe02G11670																																																							
Ghe02G11680																																																							
Ghe02G11690																																																							
Ghe02G11700																																																							
Ghe02G11710																																																							
Ghe02G11720																																																							
Ghe02G11730																																																							
Ghe02G11740																																																							
Ghe02G11750																																																							
Ghe02G11760																																																							
Ghe02G11770																																																							
Ghe02G11780																																																							
Ghe02G11790																																																							
Ghe02G11800																																																							
Ghe02G11810																																																							
Ghe02G11820																																																							
Ghe02G11830																																																							
Ghe02G11850																																																							
Ghe02G11860																																																							
Ghe02G11870																																																							
